trade_date,ts_code,open,high,low,close,pre_close,volume,amount,turnover_rate,limit_up,limit_down,is_trading
2025-10-02,600003.SH,4.19,4.23,4.14,4.18,4.2,900000.0,3762000.0,0.9,4.62,3.78,true
2025-10-02,600004.SH,3.79,3.83,3.74,3.78,3.8,900000.0,3402000.0,0.9,4.18,3.42,true
2025-10-02,300001.SZ,27.93,28.21,27.58,27.86,28.0,800000.0,22288000.0,0.8,30.8,25.2,true
2025-10-02,688001.SH,41.89,42.31,41.37,41.79,42.0,800000.0,33432000.0,0.8,46.2,37.8,true
2025-10-02,920001.BJ,8.18,8.26,8.08,8.16,8.2,1300000.0,10608000.0,1.3,9.02,7.38,true
2025-10-02,600005.SH,7.48,7.55,7.39,7.46,7.5,900000.0,6714000.0,0.9,8.25,6.75,true
2025-10-02,600006.SH,5.58,5.64,5.51,5.57,5.6,900000.0,5013000.0,0.9,6.16,5.04,true
2025-10-02,001001.SZ,23.44,23.67,23.15,23.38,23.5,900000.0,21042000.0,0.9,25.85,21.15,true
2025-10-02,603999.SH,71.82,72.54,70.92,71.64,72.0,932.0,66768.48,0.0009,79.2,64.8,true
2025-10-03,600001.SH,14.37,14.51,14.21,14.35,14.38,1200000.0,17220000.0,1.2,15.82,12.94,true
2025-10-03,600002.SH,18.61,18.8,17.45,17.63,19.59,900000.0,15867000.0,0.9,21.55,17.63,true
2025-10-03,000001.SZ,9.43,9.52,9.32,9.41,9.45,1500000.0,14115000.0,1.5,10.39,8.5,true
2025-10-03,600003.SH,4.17,4.21,4.12,4.16,4.18,900000.0,3744000.0,0.9,4.6,3.76,true
2025-10-03,600004.SH,3.77,3.81,3.72,3.76,3.78,900000.0,3384000.0,0.9,4.16,3.4,true
2025-10-03,300001.SZ,27.8,28.08,27.47,27.75,27.86,800000.0,22200000.0,0.8,30.65,25.07,true
2025-10-03,688001.SH,41.7,42.12,41.2,41.62,41.79,800000.0,33296000.0,0.8,45.97,37.61,true
2025-10-03,920001.BJ,8.14,8.22,8.05,8.13,8.16,1300000.0,10569000.0,1.3,8.98,7.34,true
2025-10-03,600005.SH,7.45,7.52,7.36,7.43,7.46,900000.0,6687000.0,0.9,8.21,6.71,true
2025-10-03,600006.SH,5.56,5.62,5.49,5.55,5.57,900000.0,4995000.0,0.9,6.13,5.01,true
2025-10-03,001001.SZ,23.34,23.57,23.06,23.29,23.38,900000.0,20961000.0,0.9,25.72,21.04,true
2025-10-03,603999.SH,71.5,72.22,70.64,71.35,71.64,935.0,66712.25,0.0009,78.8,64.48,true
2025-10-06,600001.SH,14.34,14.48,14.2,14.34,14.35,1200000.0,17208000.0,1.2,15.79,12.91,true
2025-10-06,600002.SH,17.62,17.8,17.43,17.61,17.63,900000.0,15849000.0,0.9,19.39,15.87,true
2025-10-06,000001.SZ,9.39,9.48,9.29,9.38,9.41,1500000.0,14070000.0,1.5,10.35,8.47,true
2025-10-06,600003.SH,4.16,4.2,4.11,4.15,4.16,900000.0,3735000.0,0.9,4.58,3.74,true
2025-10-06,600004.SH,3.75,3.79,3.71,3.75,3.76,900000.0,3375000.0,0.9,4.14,3.38,true
2025-10-06,300001.SZ,27.71,27.99,27.39,27.67,27.75,800000.0,22136000.0,0.8,30.53,24.98,true
2025-10-06,688001.SH,41.56,41.98,41.09,41.5,41.62,800000.0,33200000.0,0.8,45.78,37.46,true
2025-10-06,920001.BJ,8.12,8.2,8.03,8.11,8.13,1300000.0,10543000.0,1.3,8.94,7.32,true
2025-10-06,600005.SH,7.42,7.49,7.34,7.41,7.43,900000.0,6669000.0,0.9,8.17,6.69,true
2025-10-06,600006.SH,5.54,5.6,5.47,5.53,5.55,900000.0,4977000.0,0.9,6.11,5.0,true
2025-10-06,001001.SZ,23.25,23.48,22.99,23.22,23.29,900000.0,20898000.0,0.9,25.62,20.96,true
2025-10-06,603999.SH,71.25,71.96,70.43,71.14,71.35,938.0,66729.32,0.0009,78.48,64.22,true
2025-10-07,600001.SH,14.34,14.48,14.2,14.34,14.34,1200000.0,17208000.0,1.2,15.77,12.91,true
2025-10-07,600002.SH,17.61,17.79,17.43,17.61,17.61,900000.0,15849000.0,0.9,19.37,15.85,true
2025-10-07,000001.SZ,9.37,9.46,9.27,9.36,9.38,1500000.0,14040000.0,1.5,10.32,8.44,true
2025-10-07,600003.SH,4.14,4.18,4.1,4.14,4.15,900000.0,3726000.0,0.9,4.57,3.74,true
2025-10-07,600004.SH,3.75,3.79,3.7,3.74,3.75,900000.0,3366000.0,0.9,4.12,3.38,true
2025-10-07,300001.SZ,27.64,27.92,27.33,27.61,27.67,800000.0,22088000.0,0.8,30.44,24.9,true
2025-10-07,688001.SH,41.46,41.87,41.01,41.42,41.5,800000.0,33136000.0,0.8,45.65,37.35,true
2025-10-07,920001.BJ,8.1,8.18,8.01,8.09,8.11,1300000.0,10517000.0,1.3,8.92,7.3,true
2025-10-07,600005.SH,7.41,7.48,7.33,7.4,7.41,900000.0,6660000.0,0.9,8.15,6.67,true
2025-10-07,600006.SH,5.53,5.59,5.46,5.52,5.53,900000.0,4968000.0,0.9,6.08,4.98,true
2025-10-07,001001.SZ,23.2,23.43,22.94,23.17,23.22,900000.0,20853000.0,0.9,25.54,20.9,true
2025-10-07,603999.SH,71.07,71.78,70.29,71.0,71.14,941.0,66811.0,0.0009,78.25,64.03,true
2025-10-08,600001.SH,14.34,14.49,14.2,14.35,14.34,1200000.0,17220000.0,1.2,15.77,12.91,true
2025-10-08,600002.SH,17.62,17.81,17.44,17.63,17.61,900000.0,15867000.0,0.9,19.37,15.85,true
2025-10-08,000001.SZ,9.36,9.45,9.26,9.35,9.36,1500000.0,14025000.0,1.5,10.3,8.42,true
2025-10-08,600003.SH,4.14,4.18,4.1,4.14,4.14,900000.0,3726000.0,0.9,4.55,3.73,true
2025-10-08,600004.SH,3.74,3.78,3.7,3.74,3.74,900000.0,3366000.0,0.9,4.11,3.37,true
2025-10-08,300001.SZ,27.59,27.87,27.3,27.58,27.61,800000.0,22064000.0,0.8,30.37,24.85,true
2025-10-08,688001.SH,41.4,41.81,40.97,41.38,41.42,800000.0,33104000.0,0.8,45.56,37.28,true
2025-10-08,920001.BJ,8.09,8.17,8.0,8.08,8.09,1300000.0,10504000.0,1.3,8.9,7.28,true
2025-10-08,600005.SH,7.39,7.46,7.32,7.39,7.4,900000.0,6651000.0,0.9,8.14,6.66,true
2025-10-08,600006.SH,5.51,5.57,5.45,5.51,5.52,900000.0,4959000.0,0.9,6.07,4.97,true
2025-10-08,001001.SZ,23.16,23.39,22.92,23.15,23.17,900000.0,20835000.0,0.9,25.49,20.85,true
2025-10-08,603999.SH,70.97,71.68,70.22,70.93,71.0,944.0,66957.92,0.0009,78.1,63.9,true
2025-10-09,600001.SH,14.37,14.52,14.23,14.38,14.35,1200000.0,17256000.0,1.2,15.79,12.91,true
2025-10-09,600002.SH,17.65,17.85,17.47,17.67,17.63,900000.0,15903000.0,0.9,19.39,15.87,true
2025-10-09,000001.SZ,9.35,9.44,9.26,9.35,9.35,1500000.0,14025000.0,1.5,10.29,8.41,true
2025-10-09,600003.SH,4.14,4.18,4.1,4.14,4.14,900000.0,3726000.0,0.9,4.55,3.73,true
2025-10-09,600004.SH,3.74,3.78,3.7,3.74,3.74,900000.0,3366000.0,0.9,4.11,3.37,true
2025-10-09,300001.SZ,27.58,27.86,27.3,27.58,27.58,800000.0,22064000.0,0.8,30.34,24.82,true
2025-10-09,688001.SH,41.38,41.79,40.97,41.38,41.38,800000.0,33104000.0,0.8,45.52,37.24,true
2025-10-09,920001.BJ,8.08,8.16,8.0,8.08,8.08,1300000.0,10504000.0,1.3,8.89,7.27,true
2025-10-09,600005.SH,7.39,7.46,7.32,7.39,7.39,900000.0,6651000.0,0.9,8.13,6.65,true
2025-10-09,600006.SH,5.51,5.57,5.45,5.51,5.51,900000.0,4959000.0,0.9,6.06,4.96,true
2025-10-09,001001.SZ,23.15,23.38,22.92,23.15,23.15,900000.0,20835000.0,0.9,25.46,20.84,true
2025-10-09,603999.SH,70.93,71.64,70.22,70.93,70.93,947.0,67170.71,0.0009,78.02,63.84,true
2025-10-10,600001.SH,14.4,14.56,14.26,14.42,14.38,1200000.0,17304000.0,1.2,15.82,12.94,true
2025-10-10,600002.SH,17.7,17.9,17.52,17.72,17.67,900000.0,15948000.0,0.9,19.44,15.9,true
2025-10-10,000001.SZ,9.36,9.45,9.27,9.36,9.35,1500000.0,14040000.0,1.5,10.29,8.41,true
2025-10-10,600003.SH,4.14,4.18,4.1,4.14,4.14,900000.0,3726000.0,0.9,4.55,3.73,true
2025-10-10,600004.SH,3.74,3.78,3.7,3.74,3.74,900000.0,3366000.0,0.9,4.11,3.37,true
2025-10-10,300001.SZ,27.59,27.89,27.31,27.61,27.58,800000.0,22088000.0,0.8,30.34,24.82,true
2025-10-10,688001.SH,41.4,41.83,40.99,41.42,41.38,800000.0,33136000.0,0.8,45.52,37.24,true
2025-10-10,920001.BJ,8.09,8.17,8.01,8.09,8.08,1300000.0,10517000.0,1.3,8.89,7.27,true
2025-10-10,600005.SH,7.39,7.47,7.32,7.4,7.39,900000.0,6660000.0,0.9,8.13,6.65,true
2025-10-10,600006.SH,5.51,5.58,5.45,5.52,5.51,900000.0,4968000.0,0.9,6.06,4.96,true
2025-10-10,001001.SZ,23.16,23.4,22.93,23.17,23.15,900000.0,20853000.0,0.9,25.46,20.84,true
2025-10-10,603999.SH,70.97,71.71,70.26,71.0,70.93,950.0,67450.0,0.0009,78.02,63.84,true
2025-10-13,600001.SH,14.45,14.62,14.31,14.48,14.42,1200000.0,17376000.0,1.2,15.86,12.98,true
2025-10-13,600002.SH,17.75,17.97,17.57,17.79,17.72,900000.0,16011000.0,0.9,19.49,15.95,true
2025-10-13,000001.SZ,9.37,9.47,9.28,9.38,9.36,1500000.0,14070000.0,1.5,10.3,8.42,true
2025-10-13,600003.SH,4.14,4.19,4.1,4.15,4.14,900000.0,3735000.0,0.9,4.55,3.73,true
2025-10-13,600004.SH,3.75,3.79,3.71,3.75,3.74,900000.0,3375000.0,0.9,4.11,3.37,true
2025-10-13,300001.SZ,27.64,27.95,27.36,27.67,27.61,800000.0,22136000.0,0.8,30.37,24.85,true
2025-10-13,688001.SH,41.46,41.91,41.05,41.5,41.42,800000.0,33200000.0,0.8,45.56,37.28,true
2025-10-13,920001.BJ,8.1,8.19,8.02,8.11,8.09,1300000.0,10543000.0,1.3,8.9,7.28,true
2025-10-13,600005.SH,7.41,7.48,7.34,7.41,7.4,900000.0,6669000.0,0.9,8.14,6.66,true
2025-10-13,600006.SH,5.53,5.59,5.47,5.53,5.52,900000.0,4977000.0,0.9,6.07,4.97,true
2025-10-13,001001.SZ,23.2,23.45,22.97,23.22,23.17,900000.0,20898000.0,0.9,25.49,20.85,true
2025-10-13,603999.SH,71.07,71.85,70.36,71.14,71.0,953.0,67796.42,0.001,78.1,63.9,true
2025-10-14,600001.SH,14.52,14.7,14.37,14.55,14.48,1200000.0,17460000.0,1.2,15.93,13.03,true
2025-10-14,600002.SH,17.84,18.06,17.66,17.88,17.79,900000.0,16092000.0,0.9,19.57,16.01,true
2025-10-14,000001.SZ,9.39,9.5,9.3,9.41,9.38,1500000.0,14115000.0,1.5,10.32,8.44,true
2025-10-14,600003.SH,4.16,4.2,4.12,4.16,4.15,900000.0,3744000.0,0.9,4.57,3.74,true
2025-10-14,600004.SH,3.75,3.8,3.71,3.76,3.75,900000.0,3384000.0,0.9,4.12,3.38,true
2025-10-14,300001.SZ,27.71,28.03,27.43,27.75,27.67,800000.0,22200000.0,0.8,30.44,24.9,true
2025-10-14,688001.SH,41.56,42.04,41.14,41.62,41.5,800000.0,33296000.0,0.8,45.65,37.35,true
2025-10-14,920001.BJ,8.12,8.21,8.04,8.13,8.11,1300000.0,10569000.0,1.3,8.92,7.3,true
2025-10-14,600005.SH,7.42,7.5,7.35,7.43,7.41,900000.0,6687000.0,0.9,8.15,6.67,true
2025-10-14,600006.SH,5.54,5.61,5.48,5.55,5.53,900000.0,4995000.0,0.9,6.08,4.98,true
2025-10-14,001001.SZ,23.25,23.52,23.02,23.29,23.22,900000.0,20961000.0,0.9,25.54,20.9,true
2025-10-14,603999.SH,71.25,72.06,70.54,71.35,71.14,956.0,68210.6,0.001,78.25,64.03,true
2025-10-15,600001.SH,14.6,14.79,14.45,14.64,14.55,1200000.0,17568000.0,1.2,16.01,13.1,true
2025-10-15,600002.SH,17.93,18.17,17.75,17.99,17.88,900000.0,16191000.0,0.9,19.67,16.09,true
2025-10-15,000001.SZ,9.43,9.54,9.34,9.45,9.41,1500000.0,14175000.0,1.5,10.35,8.47,true
2025-10-15,600003.SH,4.17,4.22,4.13,4.18,4.16,900000.0,3762000.0,0.9,4.58,3.74,true
2025-10-15,600004.SH,3.77,3.82,3.73,3.78,3.76,900000.0,3402000.0,0.9,4.14,3.38,true
2025-10-15,300001.SZ,27.8,28.14,27.52,27.86,27.75,800000.0,22288000.0,0.8,30.53,24.98,true
2025-10-15,688001.SH,41.7,42.21,41.28,41.79,41.62,800000.0,33432000.0,0.8,45.78,37.46,true
2025-10-15,920001.BJ,8.14,8.24,8.06,8.16,8.13,1300000.0,10608000.0,1.3,8.94,7.32,true
2025-10-15,600005.SH,7.45,7.53,7.38,7.46,7.43,900000.0,6714000.0,0.9,8.17,6.69,true
2025-10-15,600006.SH,5.56,5.63,5.5,5.57,5.55,900000.0,5013000.0,0.9,6.11,5.0,true
2025-10-15,001001.SZ,23.34,23.61,23.11,23.38,23.29,900000.0,21042000.0,0.9,25.62,20.96,true
2025-10-15,603999.SH,71.5,72.36,70.78,71.64,71.35,959.0,68702.76,0.001,78.48,64.22,true
2025-10-16,600001.SH,14.69,14.89,14.54,14.74,14.64,1200000.0,17688000.0,1.2,16.1,13.18,true
2025-10-16,600002.SH,18.05,18.3,17.87,18.12,17.99,900000.0,16308000.0,0.9,19.79,16.19,true
2025-10-16,000001.SZ,9.47,9.6,9.38,9.5,9.45,1500000.0,14250000.0,1.5,10.39,8.5,true
2025-10-16,600003.SH,4.19,4.24,4.15,4.2,4.18,900000.0,3780000.0,0.9,4.6,3.76,true
2025-10-16,600004.SH,3.79,3.84,3.75,3.8,3.78,900000.0,3420000.0,0.9,4.16,3.4,true
2025-10-16,300001.SZ,27.93,28.28,27.65,28.0,27.86,800000.0,22400000.0,0.8,30.65,25.07,true
2025-10-16,688001.SH,41.89,42.42,41.47,42.0,41.79,800000.0,33600000.0,0.8,45.97,37.61,true
2025-10-16,920001.BJ,8.18,8.28,8.1,8.2,8.16,1300000.0,10660000.0,1.3,8.98,7.34,true
2025-10-16,600005.SH,7.48,7.58,7.41,7.5,7.46,900000.0,6750000.0,0.9,8.21,6.71,true
2025-10-16,600006.SH,5.58,5.66,5.52,5.6,5.57,900000.0,5040000.0,0.9,6.13,5.01,true
2025-10-16,001001.SZ,23.44,23.73,23.21,23.5,23.38,900000.0,21150000.0,0.9,25.72,21.04,true
2025-10-16,603999.SH,71.82,72.72,71.1,72.0,71.64,962.0,69264.0,0.001,78.8,64.48,true
2025-10-17,600001.SH,14.72,14.87,14.55,14.7,14.74,1200000.0,17640000.0,1.2,16.21,13.27,true
2025-10-17,600002.SH,18.09,18.27,17.89,18.07,18.12,900000.0,16263000.0,0.9,19.93,16.31,true
2025-10-17,000001.SZ,9.47,9.56,9.36,9.45,9.5,1500000.0,14175000.0,1.5,10.45,8.55,true
2025-10-17,600003.SH,4.19,4.23,4.14,4.18,4.2,900000.0,3762000.0,0.9,4.62,3.78,true
2025-10-17,600004.SH,3.79,3.83,3.74,3.78,3.8,900000.0,3402000.0,0.9,4.18,3.42,true
2025-10-17,300001.SZ,27.93,28.21,27.58,27.86,28.0,800000.0,22288000.0,0.8,30.8,25.2,true
2025-10-17,688001.SH,41.89,42.31,41.37,41.79,42.0,800000.0,33432000.0,0.8,46.2,37.8,true
2025-10-17,920001.BJ,8.18,8.26,8.08,8.16,8.2,1300000.0,10608000.0,1.3,9.02,7.38,true
2025-10-17,600005.SH,7.48,7.55,7.39,7.46,7.5,900000.0,6714000.0,0.9,8.25,6.75,true
2025-10-17,600006.SH,5.58,5.64,5.51,5.57,5.6,900000.0,5013000.0,0.9,6.16,5.04,true
2025-10-17,001001.SZ,23.44,23.67,23.15,23.38,23.5,900000.0,21042000.0,0.9,25.85,21.15,true
2025-10-17,603999.SH,71.82,72.54,70.92,71.64,72.0,965.0,69132.6,0.001,79.2,64.8,true
2025-10-20,600001.SH,14.68,14.83,14.52,14.67,14.7,1200000.0,17604000.0,1.2,16.17,13.23,true
2025-10-20,600002.SH,18.05,18.23,17.85,18.03,18.07,900000.0,16227000.0,0.9,19.88,16.26,true
2025-10-20,000001.SZ,9.43,9.52,9.32,9.41,9.45,1500000.0,14115000.0,1.5,10.39,8.5,true
2025-10-20,600003.SH,4.17,4.21,4.12,4.16,4.18,900000.0,3744000.0,0.9,4.6,3.76,true
2025-10-20,600004.SH,3.77,3.81,3.72,3.76,3.78,900000.0,3384000.0,0.9,4.16,3.4,true
2025-10-20,300001.SZ,27.8,28.08,27.47,27.75,27.86,800000.0,22200000.0,0.8,30.65,25.07,true
2025-10-20,688001.SH,41.7,42.12,41.2,41.62,41.79,800000.0,33296000.0,0.8,45.97,37.61,true
2025-10-20,920001.BJ,8.14,8.22,8.05,8.13,8.16,1300000.0,10569000.0,1.3,8.98,7.34,true
2025-10-20,600005.SH,7.45,7.52,7.36,7.43,7.46,900000.0,6687000.0,0.9,8.21,6.71,true
2025-10-20,600006.SH,5.56,5.62,5.49,5.55,5.57,900000.0,4995000.0,0.9,6.13,5.01,true
2025-10-20,001001.SZ,23.34,23.57,23.06,23.29,23.38,900000.0,20961000.0,0.9,25.72,21.04,true
2025-10-20,603999.SH,71.5,72.22,70.64,71.35,71.64,968.0,69066.8,0.001,78.8,64.48,true
2025-10-21,600001.SH,14.66,14.81,14.51,14.66,14.67,1200000.0,17592000.0,1.2,16.14,13.2,true
2025-10-21,600002.SH,18.02,18.2,17.83,18.01,18.03,900000.0,16209000.0,0.9,19.83,16.23,true
2025-10-21,000001.SZ,9.39,9.48,9.29,9.38,9.41,1500000.0,14070000.0,1.5,10.35,8.47,true
2025-10-21,600003.SH,4.16,4.2,4.11,4.15,4.16,900000.0,3735000.0,0.9,4.58,3.74,true
2025-10-21,600004.SH,3.75,3.79,3.71,3.75,3.76,900000.0,3375000.0,0.9,4.14,3.38,true
2025-10-21,300001.SZ,27.71,27.99,27.39,27.67,27.75,800000.0,22136000.0,0.8,30.53,24.98,true
2025-10-21,688001.SH,41.56,41.98,41.09,41.5,41.62,800000.0,33200000.0,0.8,45.78,37.46,true
2025-10-21,920001.BJ,8.12,8.2,8.03,8.11,8.13,1300000.0,10543000.0,1.3,8.94,7.32,true
2025-10-21,600005.SH,7.42,7.49,7.34,7.41,7.43,900000.0,6669000.0,0.9,8.17,6.69,true
2025-10-21,600006.SH,5.54,5.6,5.47,5.53,5.55,900000.0,4977000.0,0.9,6.11,5.0,true
2025-10-21,001001.SZ,23.25,23.48,22.99,23.22,23.29,900000.0,20898000.0,0.9,25.62,20.96,true
2025-10-21,603999.SH,71.25,71.96,70.43,71.14,71.35,971.0,69076.94,0.001,78.48,64.22,true
2025-10-22,600001.SH,14.66,14.81,14.51,14.66,14.66,1200000.0,17592000.0,1.2,16.13,13.19,true
2025-10-22,600002.SH,18.01,18.19,17.83,18.01,18.01,900000.0,16209000.0,0.9,19.81,16.21,true
2025-10-22,000001.SZ,9.37,9.46,9.27,9.36,9.38,1500000.0,14040000.0,1.5,10.32,8.44,true
2025-10-22,600003.SH,4.14,4.18,4.1,4.14,4.15,900000.0,3726000.0,0.9,4.57,3.74,true
2025-10-22,600004.SH,3.75,3.79,3.7,3.74,3.75,900000.0,3366000.0,0.9,4.12,3.38,true
2025-10-22,300001.SZ,27.64,27.92,27.33,27.61,27.67,800000.0,22088000.0,0.8,30.44,24.9,true
2025-10-22,688001.SH,41.46,41.87,41.01,41.42,41.5,800000.0,33136000.0,0.8,45.65,37.35,true
2025-10-22,920001.BJ,8.1,8.18,8.01,8.09,8.11,1300000.0,10517000.0,1.3,8.92,7.3,true
2025-10-22,600005.SH,7.41,7.48,7.33,7.4,7.41,900000.0,6660000.0,0.9,8.15,6.67,true
2025-10-22,600006.SH,5.53,5.59,5.46,5.52,5.53,900000.0,4968000.0,0.9,6.08,4.98,true
2025-10-22,001001.SZ,23.2,23.43,22.94,23.17,23.22,900000.0,20853000.0,0.9,25.54,20.9,true
2025-10-22,603999.SH,71.07,71.78,70.29,71.0,71.14,974.0,69154.0,0.001,78.25,64.03,true
2025-10-23,600001.SH,14.66,14.82,14.51,14.67,14.66,1200000.0,17604000.0,1.2,16.13,13.19,true
2025-10-23,600002.SH,18.02,18.21,17.84,18.03,18.01,900000.0,16227000.0,0.9,19.81,16.21,true
2025-10-23,000001.SZ,9.36,9.45,9.26,9.35,9.36,1500000.0,14025000.0,1.5,10.3,8.42,true
2025-10-23,600003.SH,4.14,4.18,4.1,4.14,4.14,900000.0,3726000.0,0.9,4.55,3.73,true
2025-10-23,600004.SH,3.74,3.78,3.7,3.74,3.74,900000.0,3366000.0,0.9,4.11,3.37,true
2025-10-23,300001.SZ,27.59,27.87,27.3,27.58,27.61,800000.0,22064000.0,0.8,30.37,24.85,true
2025-10-23,688001.SH,41.4,41.81,40.97,41.38,41.42,800000.0,33104000.0,0.8,45.56,37.28,true
2025-10-23,920001.BJ,8.09,8.17,8.0,8.08,8.09,1300000.0,10504000.0,1.3,8.9,7.28,true
2025-10-23,600005.SH,7.39,7.46,7.32,7.39,7.4,900000.0,6651000.0,0.9,8.14,6.66,true
2025-10-23,600006.SH,5.51,5.57,5.45,5.51,5.52,900000.0,4959000.0,0.9,6.07,4.97,true
2025-10-23,001001.SZ,23.16,23.39,22.92,23.15,23.17,900000.0,20835000.0,0.9,25.49,20.85,true
2025-10-23,603999.SH,70.97,71.68,70.22,70.93,71.0,977.0,69298.61,0.001,78.1,63.9,true
2025-10-24,600001.SH,14.68,14.85,14.53,14.7,14.67,1200000.0,17640000.0,1.2,16.14,13.2,true
2025-10-24,600002.SH,18.05,18.25,17.87,18.07,18.03,900000.0,16263000.0,0.9,19.83,16.23,true
2025-10-24,000001.SZ,9.35,9.44,9.26,9.35,9.35,1500000.0,14025000.0,1.5,10.29,8.41,true
2025-10-24,600003.SH,4.14,4.18,4.1,4.14,4.14,900000.0,3726000.0,0.9,4.55,3.73,true
2025-10-24,600004.SH,3.74,3.78,3.7,3.74,3.74,900000.0,3366000.0,0.9,4.11,3.37,true
2025-10-24,300001.SZ,27.58,27.86,27.3,27.58,27.58,800000.0,22064000.0,0.8,30.34,24.82,true
2025-10-24,688001.SH,41.38,41.79,40.97,41.38,41.38,800000.0,33104000.0,0.8,45.52,37.24,true
2025-10-24,920001.BJ,8.08,8.16,8.0,8.08,8.08,1300000.0,10504000.0,1.3,8.89,7.27,true
2025-10-24,600005.SH,7.39,7.39,7.39,7.39,7.39,0.0,0.0,,8.13,6.65,false
2025-10-24,600006.SH,5.51,5.57,5.45,5.51,5.51,900000.0,4959000.0,0.9,6.06,4.96,true
2025-10-24,001001.SZ,23.15,23.38,22.92,23.15,23.15,900000.0,20835000.0,0.9,25.46,20.84,true
2025-10-24,603999.SH,70.93,71.64,70.22,70.93,70.93,980.0,69511.4,0.001,78.02,63.84,true
2025-10-27,600001.SH,14.72,14.89,14.57,14.74,14.7,1200000.0,17688000.0,1.2,16.17,13.23,true
2025-10-27,600002.SH,18.09,18.3,17.91,18.12,18.07,900000.0,16308000.0,0.9,19.88,16.26,true
2025-10-27,000001.SZ,9.36,9.45,9.27,9.36,9.35,1500000.0,14040000.0,1.5,10.29,8.41,true
2025-10-27,600003.SH,4.14,4.18,4.1,4.14,4.14,900000.0,3726000.0,0.9,4.55,3.73,true
2025-10-27,600004.SH,3.74,3.78,3.7,3.74,3.74,900000.0,3366000.0,0.9,4.11,3.37,true
2025-10-27,300001.SZ,27.59,27.89,27.31,27.61,27.58,800000.0,22088000.0,0.8,30.34,24.82,true
2025-10-27,688001.SH,41.4,41.83,40.99,41.42,41.38,800000.0,33136000.0,0.8,45.52,37.24,true
2025-10-27,920001.BJ,8.09,8.17,8.01,8.09,8.08,1300000.0,10517000.0,1.3,8.89,7.27,true
2025-10-27,600005.SH,7.39,7.47,7.32,7.4,7.39,900000.0,6660000.0,0.9,8.13,6.65,true
2025-10-27,600006.SH,5.51,5.58,5.45,5.52,5.51,900000.0,4968000.0,0.9,6.06,4.96,true
2025-10-27,001001.SZ,23.16,23.4,22.93,23.17,23.15,900000.0,20853000.0,0.9,25.46,20.84,true
2025-10-27,603999.SH,70.97,71.71,70.26,71.0,70.93,983.0,69793.0,0.001,78.02,63.84,true
2025-10-28,600001.SH,14.77,14.95,14.62,14.8,14.74,1200000.0,17760000.0,1.2,16.21,13.27,true
2025-10-28,600002.SH,18.16,18.37,17.98,18.19,18.12,900000.0,16371000.0,0.9,19.93,16.31,true
2025-10-28,000001.SZ,9.37,9.47,9.28,9.38,9.36,1500000.0,14070000.0,1.5,10.3,8.42,true
2025-10-28,600003.SH,4.14,4.19,4.1,4.15,4.14,900000.0,3735000.0,0.9,4.55,3.73,true
2025-10-28,600004.SH,3.75,3.79,3.71,3.75,3.74,900000.0,3375000.0,0.9,4.11,3.37,true
2025-10-28,300001.SZ,27.64,27.95,27.36,27.67,27.61,800000.0,22136000.0,0.8,30.37,24.85,true
2025-10-28,688001.SH,41.46,41.91,41.05,41.5,41.42,800000.0,33200000.0,0.8,45.56,37.28,true
2025-10-28,920001.BJ,8.1,8.19,8.02,8.11,8.09,1300000.0,10543000.0,1.3,8.9,7.28,true
2025-10-28,600005.SH,7.41,7.48,7.34,7.41,7.4,900000.0,6669000.0,0.9,8.14,6.66,true
2025-10-28,600006.SH,5.53,5.59,5.47,5.53,5.52,900000.0,4977000.0,0.9,6.07,4.97,true
2025-10-28,001001.SZ,23.2,23.45,22.97,23.22,23.17,900000.0,20898000.0,0.9,25.49,20.85,true
2025-10-28,603999.SH,71.07,71.85,70.36,71.14,71.0,986.0,70144.04,0.001,78.1,63.9,true
2025-10-29,600001.SH,14.84,15.02,14.69,14.87,14.8,1200000.0,17844000.0,1.2,16.28,13.32,true
2025-10-29,600002.SH,18.23,18.46,18.05,18.28,18.19,900000.0,16452000.0,0.9,20.01,16.37,true
2025-10-29,000001.SZ,9.39,9.5,9.3,9.41,9.38,1500000.0,14115000.0,1.5,10.32,8.44,true
2025-10-29,600003.SH,4.16,4.2,4.12,4.16,4.15,900000.0,3744000.0,0.9,4.57,3.74,true
2025-10-29,600004.SH,3.75,3.8,3.71,3.76,3.75,900000.0,3384000.0,0.9,4.12,3.38,true
2025-10-29,300001.SZ,27.71,28.03,27.43,27.75,27.67,800000.0,22200000.0,0.8,30.44,24.9,true
2025-10-29,688001.SH,41.56,42.04,41.14,41.62,41.5,800000.0,33296000.0,0.8,45.65,37.35,true
2025-10-29,920001.BJ,8.12,8.21,8.04,8.13,8.11,1300000.0,10569000.0,1.3,8.92,7.3,true
2025-10-29,600005.SH,7.42,7.5,7.35,7.43,7.41,900000.0,6687000.0,0.9,8.15,6.67,true
2025-10-29,600006.SH,5.54,5.61,5.48,5.55,5.53,900000.0,4995000.0,0.9,6.08,4.98,true
2025-10-29,001001.SZ,23.25,23.52,23.02,23.29,23.22,900000.0,20961000.0,0.9,25.54,20.9,true
2025-10-29,603999.SH,71.25,72.06,70.54,71.35,71.14,989.0,70565.15,0.001,78.25,64.03,true
2025-10-30,600001.SH,14.91,15.11,14.76,14.96,14.87,1200000.0,17952000.0,1.2,16.36,13.38,true
